Entity ID,Entity Name
3839,John O. Aalberg
3840,"To AUGUST ARNOLD and ERICH KAESTNER of Arnold & Richter, GmbH, for the concept and engineering of the first operational 35mm, hand-held, spinning-mirror reflex, motion picture camera."
3841,"To COLIN F. MOSSMAN and THE RESEARCH AND DEVELOPMENT GROUP OF RANK FILM LABORATORIES, LONDON, for the engineering and implementation of a 4,000 meter printing system for motion picture laboratories."
3842,"To SANTE ZELLI and SALVATORE ZELLI of Elemack Italia S.r.l., Rome, Italy, for the continuing engineering, design and development that has resulted in the Elemack Camera Dolly System for motion picture production."
3843,"To LEONARD CHAPMAN for the engineering design, development and manufacture of the PeeWee Camera Dolly for motion picture production."
3844,To DR. MOHAMMAD S. NOZARI of Minnesota Mining and Manufacturing Company for the research and development of the 3M Photogard protective coating for motion picture film.
3845,"To BRIANNE MURPHY and DONALD SCHISLER of Mitchell Insert Systems, Incorporated, for the concept, design and manufacture of the MISI Camera Insert Car and Process Trailer."
3846,To JACOBUS L. DIMMERS for the engineering and manufacture of the Teccon Enterprises' magnetic transducer for motion picture sound recording and playback.
3847,"To RICHARD W. DEATS for the design and manufacture of the ""Little Big Crane"" for motion picture production."
3848,"To CONSTANT TRESFON and ADRIAAN DE ROOY of Egripment, and to ED PHILLIPS and CARLOS DE MATTOS of Matthews Studio Equipment, Incorporated, for the design and manufacture of the ""Tulip Crane"" for motion picture production."
3849,To BRAN FERREN of Associates and Ferren for the design and development of a computerized lightning effect system for motion picture photography.
3850,"To CHRISTIE ELECTRIC CORPORATION and LaVEZZI MACHINE WORKS, INCORPORATED, for the design and manufacture of the Ultramittent film transport for Christie motion picture projectors."
3851,Tom Conti
3852,Sam Shepard
3853,Rip Torn
3854,Julie Walters
3855,Cher
3856,Linda Hunt
3857,Amy Irving
3858,Alfre Woodard
3859,Fanny & Alexander
3860,Return of the Jedi
3861,The Right Stuff
3862,Terms of Endearment
3863,Yentl
3864,Flashdance
3865,WarGames
3866,Zelig
3867,Cross Creek
3868,Heart Like a Wheel
3869,The Return of Martin Guerre
3870,The Dresser
3871,Silkwood
3872,Tender Mercies
3873,Children of Darkness
3874,First Contact
3875,He Makes Me Feel Like Dancin'
3876,The Profession of Arms
3877,Seeing Red
3878,Flamenco at 5:15
3879,In the Nuclear Shadow: What Can the Children Tell Us?
3880,Sewing Woman
3881,Spaces: The Architecture of Paul Rudolph
3882,You Are Free  (Ihr Zent Frei)
3883,Blue Thunder
3884,Carmen
3885,Entre Nous
3886,Job's Revolt
3887,Le Bal
3888,Under Fire
3889,The Sting II
3890,Trading Places
3891,The Big Chill
3892,Mickey's Christmas Carol
3893,Sound of Sunshine - Sound of Rain
3894,Sundae in New York
3895,Boys and Girls
3896,Goodie-Two-Shoes
3897,Overnight Sensation
3898,Never Cry Wolf
3899,Betrayal
3900,Educating Rita
3901,"Reuben, Reuben"
3902,M. J. Frankovich
3903,"To Hal Roach, in recognition of his unparalleled record of distinguished contributions to the motion picture art form."
3904,Dr. John G. Frayne
3905,To DR. KURT LARCHE of OSRAM GmbH for the research and development of xenon short-arc discharge lamps for motion picture projection.
3906,"To JONATHAN ERLAND and ROGER DORNEY of Apogee, Incorporated, for the engineering and development of a reverse bluescreen traveling matte process for special effects photography."
3907,"To GERALD L. TURPIN of Lightflex International Limited for the design, engineering and development of an on-camera device providing contrast control, sourceless fill light and special effects for motion picture photography."
3908,"To GUNNAR P. MICHELSON for the engineering and development of an improved, electronic, high-speed, precision light valve for use in motion picture printing machines."
3909,"To WILLIAM G. KROKAUGGER of Mole-Richardson Company for the design and engineering of a portable, 12,000 watt, lighting-control dimmer for use in motion picture production."
3910,"To CHARLES J. WATSON, LARRY L. LANGREHR and JOHN H. STEINER for the development of the BHP (electro-mechanical) fader for use on continuous motion picture contact printers."
3911,"To ELIZABETH D. DE LA MARE of De La Mare Engineering, Incorporated, for the progressive development and continuous research of special effects pyrotechnics originally designed by Glenn W. De La Mare for motion picture production."
3912,"To DOUGLAS FRIES, JOHN LACEY and MICHAEL SIGRIST for the design and engineering of a 35mm reflex conversion camera system for special effects photography."
3913,"To JACK CASHIN of Ultra-Stereo Labs, Incorporated, for the engineering and development of a 4-channel, stereophonic, decoding system for optical motion picture sound track reproduction."
3914,To DAVID J. DEGENKOLB for the design and development of an automated device used in the silver recovery process in motion picture laboratories.
3915,F. Murray Abraham
3916,Tom Hulce
3917,Sam Waterston
3918,Adolph Caesar
3919,John Malkovich
3920,Noriyuki 'Pat' Morita
3921,Haing S. Ngor
3922,Judy Davis
3923,Peggy Ashcroft
3924,Lindsay Crouse
3925,Christine Lahti
3926,Amadeus
3927,The Cotton Club
3928,The Natural
3929,A Passage to India
3930,2010
3931,The Killing Fields
3932,The River
3933,The Bostonians
3934,Places in the Heart
3935,Broadway Danny Rose
3936,High Schools
3937,In the Name of the People
3938,Marlene
3939,Streetwise
3940,The Times of Harvey Milk
3941,The Children of Soong Ching Ling
3942,Code Gray: Ethical Dilemmas in Nursing
3943,The Garden of Eden
3944,Recollections of Pavlovsk
3945,The Stone Carvers
3946,Romancing the Stone
3947,Beyond the Walls
3948,Camila
3949,Dangerous Moves
3950,Double Feature
3951,Wartime Romance
3952,"Greystoke: The Legend of Tarzan, Lord of the Apes"
3953,Indiana Jones and the Temple of Doom
3954,Under the Volcano
3955,The Muppets Take Manhattan
3956,Purple Rain
3957,Songwriter
3958,Against All Odds
3959,Footloose
3960,Ghostbusters
3961,The Woman in Red
3962,A Soldier's Story
3963,Doctor De Soto
3964,Paradise
3965,The Painted Door
3966,Tales of Meeting and Parting
3967,Up
3968,Dune
3969,Beverly Hills Cop
3970,El Norte
3971,Splash
3972,David L. Wolper
3973,"To James Stewart, for his fifty years of memorable performances.  For his high ideals both on and off the screen.  With the respect and affection of his colleagues."
3974,"To the National Endowment for the Arts, in recognition of its 20th anniversary and its dedicated commitment to fostering artistic and creative activity and excellence in every area of the arts."
3975,Linwood G. Dunn
3976,"To DONALD A. ANDERSON and DIANA REINERS of 3M Company for the development of ""Cinetrak"" Magnetic Film #350/351 for motion picture sound recording."
3977,"To BARRY M. STULTZ, RUBEN AVILA and WES KENNEDY of Film Processing Corporation for the development of FPC 200 PB Fullcoat Magnetic Film for motion picture sound recording."
3978,"To BARRY M. STULTZ, RUBEN AVILA and WES KENNEDY of Film Processing Corporation for the formulation and application of an improved sound track stripe to 70mm motion picture film, and to JOHN MOSELY for the engineering research involved therein."
3979,To KENNETH RICHTER of Richter Cine Equipment for the design and engineering of the R-2 Auto-Collimator for examining image quality at the focal plane of motion picture camera lenses.
3980,"To GÜNTHER SCHAIDT and ROSCO LABORATORIES, INCORPORATED, for the development of an improved, non-toxic fluid for creating fog and smoke for motion picture production."
3981,"To JOHN WHITNEY, JR. and GARY DEMOS of Digital Productions, Incorporated, for the practical simulation of motion picture photography by means of computer-generated images."
3982,"To NAT TIFFEN of Tiffen Manufacturing Corporation for the production of high-quality, durable, laminated color filters for motion picture photography."
3983,"To DONALD TRUMBULL, JONATHAN ERLAND, STEPHEN FOG and PAUL BURK of Apogee, Incorporated, for the design and development of the ""Blue Max"" high-power, blue-flux projector for traveling matte composite photography."
3984,"To JONATHAN ERLAND and ROBERT BEALMEAR of Apogee, Incorporated, for an innovative design for front projection screens and an improved method for their construction."
3985,To HOWARD J. PRESTON of Preston Cinema Systems for the design and development of a variable speed control device with automatic exposure compensation for motion picture cameras.
3986,Harrison Ford
3987,James Garner
3988,William Hurt
3989,Don Ameche
3990,Klaus Maria Brandauer
3991,William Hickey
3992,Robert Loggia
3993,Eric Roberts
3994,Whoopi Goldberg
3995,Margaret Avery
3996,Anjelica Huston
3997,Amy Madigan
3998,Meg Tilly
3999,Oprah Winfrey
4000,The Color Purple
4001,Out of Africa
4002,Ran
4003,Witness
4004,Murphy's Romance
4005,The Journey of Natty Gann
4006,Prizzi's Honor
4007,Kiss of the Spider Woman
4008,Broken Rainbow
4009,Las Madres--The Mothers of Plaza de Mayo
4010,Soldiers in Hiding
4011,The Statue of Liberty
4012,Unfinished Business
4013,The Courage to Care
4014,Keats and His Nightingale: A Blind Date
4015,Making Overtures--The Story of a Community Orchestra
4016,Witness to War: Dr. Charlie Clements
4017,The Wizard of the Strings
4018,A Chorus Line
4019,Runaway Train
4020,Angry Harvest
4021,Colonel Redl
4022,The Official Story
4023,Three Men and a Cradle
4024,When Father Was Away on Business
4025,Mask
4026,Remo Williams: The Adventure Begins
4027,Agnes of God
4028,Silverado
4029,Back to the Future
4030,White Nights
4031,Anna & Bella
4032,The Big Snit
4033,Second Class Mail
4034,Graffiti
4035,Molly's Pilgrim
4036,Rainbow War
4037,Ladyhawke
4038,Rambo: First Blood Part II
4039,Cocoon
4040,Return to Oz
4041,Young Sherlock Holmes
4042,The Trip to Bountiful
4043,The Purple Rose of Cairo
4044,Charles 'Buddy' Rogers
4045,"To Paul Newman, in recognition of his many and memorable compelling screen performances and for his personal integrity and dedication to his craft."
4046,"To Alex North, in recognition of his brilliant artistry in the creation of memorable music for a host of distinguished motion pictures."
4047,"To IMAX SYSTEMS CORPORATION for a method of filming and exhibiting high-fidelity, large-format, wide angle motion pictures."
4048,"To ERNST NETTMANN of E.F. Nettmann & Associates for the invention, and to EDWARD PHILLIPS and CARLOS DeMATTOS of Matthews Studio Equipment, Inc. for the development, of the Cam-Remote for motion picture photography."
4049,"To MYRON GORDIN, JOE P. CROOKHAM, JIM DROST and DAVID CROOKHAM of Musco Mobile Lighting, Ltd., for the invention of a method of transporting adjustable, high-intensity luminaires and their application to the motion picture industry."
4050,To DAVID W. SPENCER for the development of an Animation Photo Transfer (APT) process.
4051,"To HARRISON & HARRISON, OPTICAL ENGINEERS, for the invention and development of Harrison Diffusion filters for motion picture photography."
4052,"To LARRY BARTON of Cinematography Electronics, Inc., for a Precision Speed Crystal-Controlled Device for motion picture photography."
4053,To ALAN LANDAKER of The Burbank Studios for the Mark III Camera Drive for motion picture photography.
4054,"To John H. Whitney, Sr. for Cinematic Pioneering."
4055,Dexter Gordon
4056,Bob Hoskins
4057,James Woods
4058,Tom Berenger
4059,Willem Dafoe
4060,Denholm Elliott
4061,Dennis Hopper
4062,Marlee Matlin
4063,Kathleen Turner
4064,Sigourney Weaver
4065,Tess Harper
4066,Mary Elizabeth Mastrantonio
4067,Dianne Wiest
4068,Aliens
4069,The Color of Money
4070,Hannah and Her Sisters
4071,The Mission
4072,A Room with a View
4073,Peggy Sue Got Married
4074,Platoon
4075,Star Trek IV: The Voyage Home
4076,Otello
4077,Pirates
4078,Blue Velvet
4079,Artie Shaw: Time Is All You've Got
4080,Chile: Hasta Cuando?
4081,Down and Out in America
4082,Isaac in America: A Journey with Isaac Bashevis Singer
4083,Witness to Apartheid
4084,Debonair Dancers
4085,The Masters of Disaster
4086,Red Grooms: Sunflower in a Hothouse
4087,Sam
4088,"Women--for America, for the World"
4089,Top Gun
4090,The Assault
4091,Betty Blue
4092,The Decline of the American Empire
4093,My Sweet Little Village
4094,'38'
4095,The Clan of the Cave Bear
4096,Legend
4097,Hoosiers
4098,'Round Midnight
4099,The Karate Kid Part II
4100,That's Life
4101,Little Shop of Horrors
4102,An American Tail
4103,Children of a Lesser God
4104,"The Frog, the Dog and the Devil"
4105,A Greek Tragedy
4106,Luxo Jr.
4107,Exit
4108,Love Struck
4109,Precious Images
4110,Poltergeist II: The Other Side
4111,Crimes of the Heart
4112,Stand by Me
4113,'Crocodile' Dundee
4114,My Beautiful Laundrette
4115,Salvador
4116,To Ralph Bellamy for his unique artistry and his distinguished service to the profession of acting.
4117,Steven Spielberg
4118,"To BRAN FERREN, CHARLES HARRISON and KENNETH WISNER of Associates and Ferren for the concept and design of an advanced optical printer."
4119,To RICHARD BENJAMIN GRANT and RON GRANT of Auricle Control Systems for their invention of the Film Composer's Time Processor.
4120,"To ANTHONY D. BRUNO and JOHN L. BAPTISTA of Metro-Goldwyn-Mayer Laboratories Incorporated and to MANFRED G. MICHELSON and BRUCE W. KELLER of Technical Film Systems, Incorporated, for the design and engineering of a Continuous-Feed Printer."
4121,"To ROBERT GREENBERG, JOEL HYNEK and EUGENE MAMUT of R/Greenberg Associates, Incorporated, and to DR. ALFRED THUMIM, ELAN LIPSCHITZ and DARRYL A. ARMOUR of the Oxberry Division of Richmark Camera Service, Incorporated, for the design and development of the RGA/Oxberry Compu-Quad Special Effects Optical Printer."
4122,To PROFESSOR FRITZ SENNHEISER of Sennheiser Electronic Corporation for the invention of an interference tube directional microphone.
4123,"To RICHARD EDLUND, GENE WHITEMAN, DAVID GRAFTON, MARK WEST, JERRY JEFFRESS and BOB WILCOX of Boss Film Corporation for the design and development of a Zoom Aerial (ZAP) 65mm Optical Printer."
4124,To WILLIAM L. FREDRICK and HAL NEEDHAM for the design and development of the Shotmaker Elite camera car and crane.
4125,"To LEE ELECTRIC (LIGHTING) LIMITED for the design and development of an electronic, flicker-free, discharge lamp control system."
4126,To PETER D. PARKS of Oxford Scientific Films' Image Quest Division for the development of a live aero-compositor for special effects photography.
4127,To MATT SWEENEY and LUCINDA STRUB for the development of an automatic capsule gun for simulating bullet hits for motion picture special effects.
4128,To CARL HOLMES of Carl E. Holmes Company and to ALEXANDER BRYCE of The Burbank Studios for the development of a mobile DC power supply unit for motion picture production photography.
4129,To BRAN FERREN of Associates and Ferren for the development of a laser synchro-cue system for applications in the motion picture industry.
4130,"To JOHN L. BAPTISTA of Metro-Goldwyn-Mayer Laboratories, Inc. for the development and installation of a computerized silver recovery operation."
4131,"To DAVID W. SAMUELSON for the development of programs incorporated into a pocket computer for motion picture cinematographers, and to WILLIAM B. POLLARD for contributing new algorithms on which the programs are based."
4132,To HAL LANDAKER and ALAN LANDAKER of The Burbank Studios for the development of the Beat System low-frequency cue track for motion picture production sound recording.
4133,To E. M. (Al) Lewis in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.
4134,Michael Douglas
4135,Robin Williams
4136,Albert Brooks
4137,Sean Connery
4138,Morgan Freeman
4139,Denzel Washington
4140,Holly Hunter
4141,Sally Kirkland
4142,Norma Aleandro
4143,Anne Archer
4144,Olympia Dukakis
4145,Anne Ramsey
4146,Ann Sothern
4147,Empire of the Sun
4148,Hope and Glory
4149,The Last Emperor
4150,Radio Days
4151,The Untouchables
4152,Broadcast News
4153,Matewan
4154,The Dead
4155,Maurice
4156,Fatal Attraction
4157,Moonstruck
4158,My Life as a Dog
4159,Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965
4160,Hellfire: A Journey from Hiroshima
4161,Radio Bikini
4162,A Stitch for Time
4163,The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table
4164,Frances Steloff: Memoirs of a Bookseller
4165,In the Wee Wee Hours...
4166,Language Says It All
4167,Silver into Gold
4168,Young at Heart
4169,RoboCop
4170,"Au Revoir Les Enfants (Goodbye, Children)"
4171,Babette's Feast
4172,Course Completed
4173,The Family
4174,Pathfinder
4175,Happy New Year
4176,Harry and the Hendersons
4177,Cry Freedom
4178,The Witches of Eastwick
4179,Dirty Dancing
4180,Beverly Hills Cop II
4181,The Princess Bride
4182,George and Rosemary
4183,The Man Who Planted Trees
4184,Your Face
4185,Making Waves
4186,Ray's Male Heterosexual Dance Hall
4187,Shoeshine
4188,Lethal Weapon
4189,Innerspace
4190,Predator
4191,Full Metal Jacket
4192,Billy Wilder
4193,Fred Hynes
4194,To BERNHARD KÜHL and WERNER BLOCK and to the OSRAM GmbH RESEARCH AND DEVELOPMENT DEPARTMENT for the invention and the continuing improvement of the OSRAM HMI light source for motion picture photography.
4195,To WILLI BURTH and KINOTONE CORPORATION for the invention and development of the Non-rewind Platter System for motion picture presentations.
4196,"To MONTAGE GROUP, LTD. for the development, and to RONALD C. BARKER and CHESTER L. SCHULER for the invention, of the Montage Picture Processor electronic film editing system."
4197,"To COLIN F. MOSSMAN and RANK FILM LABORATORIES' DEVELOPMENT GROUP for creating a fully-automated, film handling system for improving productivity of high speed film processing."
4198,To EASTMAN KODAK COMPANY for the development of Eastman Color High Speed Daylight Negative Film 5297/7297.
4199,To EASTMAN KODAK COMPANY for the development of Eastman Color High Speed SA Negative Film 5295 for blue-screen traveling matte photography.
4200,To FRITZ GABRIEL BAUER for the invention and development of the improved features of the Moviecam Camera System.
4201,To ZORAN PERISIC of Courier Films Ltd. for the Zoptic dual-zoom front projection system for visual effects photography.
4202,To the CARL ZEISS COMPANY for the design and development of a series of super-speed lenses for motion picture photography.
4203,"To IOAN ALLEN of Dolby Laboratories, Inc., for the Cat. 43 playback-only noise reduction unit and its practical application to motion picture sound recordings."
4204,"To JOHN EPPOLITO, WALLY GENTLEMAN, WILLIAM MESA, LES PAUL ROBLEY and GEOFFREY H. WILLIAMSON for refinements to a dual screen, front projection, image-compositing system."
4205,"To JAN JACOBSEN for the application of a dual screen, front projection system to motion picture special effects photography."
4206,To THAINE MORRIS and DAVID PIER for the development of DSC Spark Devices for motion picture special effects.
4207,"To TADEUZ KRZANOWSKI of Industrial Light and Magic, Inc., for the development of a Wire Rig Model Support Mechanism used to control the movements of miniatures in special effects."
4208,To DAN C. NORRIS and TIM COOK of Norris Film Products for the development of a single-frame exposure system for motion picture photography.
4209,Tom Hanks
4210,Edward James Olmos
4211,Max von Sydow
4212,Kevin Kline
4213,Martin Landau
4214,River Phoenix
4215,Dean Stockwell
4216,Melanie Griffith
4217,Joan Cusack
4218,Geena Davis
4219,Frances McDormand
4220,Michelle Pfeiffer
4221,Beaches
4222,Dangerous Liaisons
4223,Rain Man
4224,Tucker The Man and His Dream
4225,Who Framed Roger Rabbit
4226,Mississippi Burning
4227,Tequila Sunrise
4228,The Unbearable Lightness of Being
4229,Coming to America
4230,A Handful of Dust
4231,Sunset
4232,A Fish Called Wanda
4233,The Last Temptation of Christ
4234,Working Girl
4235,The Cry of Reason - Beyers Naudé: An Afrikaner Speaks Out
4236,Hotel Terminus: The Life and Times of Klaus Barbie
4237,Let's Get Lost
4238,Promises to Keep
4239,Who Killed Vincent Chin?
4240,The Children's Storefront
4241,Family Gathering
4242,Gang Cops
4243,Portrait of Imogen
4244,You Don't Have to Die
4245,Die Hard
4246,Gorillas in the Mist
4247,Hanussen
4248,The Music Teacher
4249,Pelle the Conqueror
4250,Salaam Bombay!
4251,Women on the Verge of a Nervous Breakdown
4252,Beetlejuice
4253,Scrooged
4254,The Accidental Tourist
4255,The Milagro Beanfield War
4256,Bagdad Cafe
4257,Buster
4258,The Cat Came Back
4259,Technological Threat
4260,Tin Toy
4261,The Appointments of Dennis Jennings
4262,Cadillac Dreams
4263,Gullah Tales
4264,Bird
4265,Willow
4266,Little Dorrit
4267,Big
4268,Bull Durham
4269,Running on Empty
4270,To Richard Williams for the animation direction of Who Framed Roger Rabbit .
4271,"To the National Film Board of Canada in recognition of its 50th anniversary and its dedicated commitment to originate artistic, creative and technological activity and excellence in every area of film making."
4272,To Eastman Kodak Company in recognition of the company's fundamental contributions to the art of motion pictures during the first century of film history.
4273,Gordon Henry Cook
4274,To RAY DOLBY and IOAN ALLEN of Dolby Laboratories Incorporated for their continuous contributions to motion picture sound through the research and development programs of Dolby Laboratories.
4275,"To ROY W. EDWARDS and the ENGINEERING STAFF OF PHOTO-SONICS, INCORPORATED for the design and development of the Photo-Sonics 35mm-4ER High-Speed Motion Picture Camera with Reflex Viewing and Video Assist."
4276,"To the ARNOLD & RICHTER ENGINEERING STAFF, OTTO BLASCHEK and ARRIFLEX CORPORATION for the concept and engineering of the Arriflex 35-3 Motion Picture Camera."
4277,"To BILL TONDREAU of Tondreau Systems / to ALVAH MILLER and PAUL JOHNSON of Lynx Robotics / to PETER A. REGLA of Elicon / to DAN SLATER / to BUD ELAM, JOE PARKER and BILL BRYAN of Interactive Motion Control / and to JERRY JEFFRESS, RAY FEENEY, BILL HOLLAND and KRIS BROWN for their individual contributions and the collective advancements they have brought to the motion picture industry in the field of motion control technology."
4278,"To GRANT LOUCKS of Alan Gordon Enterprises Incorporated for the design concept, and to GEOFFREY H. WILLIAMSON of Wilcam for the mechanical and electrical engineering, of the Image 300 35mm High-Speed Motion Picture Camera."
4279,"To MICHAEL V. CHEWEY, III for the development of the motion picture industry's first paper tape reader incorporating microprocessor technology."
4280,"To BHP, INC., successor to the Bell & Howell Professional Equipment Division, for the development of a high-speed reader incorporating microprocessor technology for motion picture laboratories."
4281,To HOLLYWOOD FILM COMPANY for the development of a high-speed reader incorporating microprocessor technology for motion picture laboratories.
4282,To BRUCE W. KELLER and MANFRED G. MICHELSON of Technical Film Systems for the design and development of a high-speed light valve controller and constant current power supply for motion picture laboratories.
4283,To DR. ANTAL LISZIEWICZ and GLENN M. BERGGREN of ISCO-OPTIC GmbH for the design and development of the Ultra-Star series of motion picture lenses.
4284,"To JAMES K. BRANCH of Spectra Cine, Incorporated, and to WILLIAM L. BLOWERS and NASIR J. ZAIDI for the design and development of the Spectra CineSpot one-degree spotmeter for measuring the brightness of motion picture screens."
4285,"To BOB BADAMI, DICK BERNSTEIN and BILL BERNSTEIN of Offbeat Systems for the design and development of the Streamline Scoring System, Mark IV, for motion picture music editing."
4286,To GARY ZELLER of Zeller International Limited for the development of Zel-Jel fire protection barrier for motion picture stunt work.
4287,To EMANUEL TRILLING of Trilling Resources Limited for the development of Stunt-Gel fire protection barrier for motion picture stunt work.
4288,"To PAUL A. ROOS for the invention of a method known as Video Assist, whereby a scene being photographed on motion picture film can be viewed on a monitor and/or recorded on video tape."
4289,Kenneth Branagh
4290,Tom Cruise
4291,Daniel Day Lewis
4292,Danny Aiello
4293,Dan Aykroyd
4294,Pauline Collins
4295,Jessica Tandy
4296,Brenda Fricker
4297,Lena Olin
4298,Julia Roberts
4299,The Abyss
4300,The Adventures of Baron Munchausen
4301,Batman
4302,Driving Miss Daisy
4303,Glory
4304,Blaze
4305,Born on the Fourth of July
4306,The Fabulous Baker Boys
4307,Harlem Nights
4308,Valmont
4309,Crimes and Misdemeanors
4310,Dead Poets Society
4311,My Left Foot
4312,Adam Clayton Powell
4313,Common Threads: Stories from the Quilt
4314,Crack USA: County under Siege
4315,For All Mankind
4316,Super Chief: The Life and Legacy of Earl Warren
4317,"Fine Food, Fine Pastries, Open 6 to 9"
4318,The Johnstown Flood
4319,Yad Vashem: Preserving the Past to Ensure the Future
4320,The Bear
4321,Camille Claudel
4322,Cinema Paradiso
4323,Jesus of Montreal
4324,Waltzing Regitze
4325,What Happened to Santiago
4326,Dad
4327,Field of Dreams
4328,Indiana Jones and the Last Crusade
4329,The Little Mermaid
4330,Chances Are
4331,Shirley Valentine
4332,Parenthood
4333,Balance
4334,The Cow
4335,The Hill Farm
4336,Amazon Diary
4337,The Childeater
4338,Work Experience
4339,Black Rain
4340,Lethal Weapon 2
4341,Back to the Future Part II
4342,"Enemies, A Love Story"
4343,Do the Right Thing
4344,"sex, lies, and videotape"
4345,When Harry Met Sally...
4346,Howard W. Koch
4347,"To Akira Kurosawa for accomplishments that have inspired, delighted, enriched and entertained audiences and influenced filmmakers throughout the world."
4348,Pierre Angenieux
4349,"To JAMES KETCHAM of JSK Engineering, for the excellence in engineering and the broad adaptability of the SDA521B Advance/Retard system for magnetic film sound dubbing."
4350,"To J. NOXON LEAVITT, for the invention of, and ISTEC, INCORPORATED, for the continuing development of the Wescam Stabilized Camera System."
4351,"To GEOFFREY H. WILLIAMSON of Wilcam Photo Research, Incorporated, for the design and development, and to ROBERT D. AUGUSTE for the electronic design and development of the Wilcam W-7 200 frames-per-second VistaVision Rotating Mirror Reflex Camera."
4352,"To J. L. FISHER of J. L. Fisher, Incorporated, for the design and manufacture of a small, mobile motion picture camera platform known as the Fisher Model Ten Dolly."
4353,"To KLAUS RESCH for the design, ERICH FITZ and FGV SCHMIDLE & FITZ for the development of the Super Panther MS-180 Camera Dolly."
4354,To DR. LEO CATOZZO for the design and development of the CIR-Catozzo Self-Perforating Adhesive Tape Film Splicer.
4355,To MAGNA-TECH ELECTRONIC COMPANY for the introduction of the first remotely controlled Advance/Retard function for magnetic film sound dubbing.
4356,"The Academy of Motion Picture Arts and Sciences' Board of Governors commends the contributions of the members of the engineering committees of the Society of Motion Picture and Television Engineers (SMPTE).  By establishing industry standards, they have greatly contributed to making film a primary form of international communication."
4357,Kevin Costner
4358,Gerard Depardieu
4359,Jeremy Irons
4360,Bruce Davison
4361,Andy Garcia
4362,Graham Greene
4363,Kathy Bates
4364,Annette Bening
4365,Lorraine Bracco
4366,Mary McDonnell
4367,Cyrano de Bergerac
4368,Dances With Wolves
4369,Dick Tracy
4370,"The Godfather, Part III"
4371,Avalon
4372,Henry & June
4373,Good Fellas
4374,The Grifters
4375,Reversal of Fortune
4376,American Dream
4377,Berkeley in the Sixties
4378,Building Bombs
4379,Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade
4380,Waldo Salt: A Screenwriter's Journey
4381,Burning Down Tomorrow
4382,Chimps: So Like Us
4383,Days of Waiting
4384,Journey into Life: The World of the Unborn
4385,Rose Kennedy: A Life to Remember
4386,Ghost
4387,The Hunt for Red October
4388,Journey of Hope
4389,Ju Dou
4390,The Nasty Girl
4391,Open Doors
4392,Edward Scissorhands
4393,Havana
4394,Home Alone
4395,Young Guns II
4396,Postcards from the Edge
4397,Awakenings
4398,Creature Comforts
4399,A Grand Day Out
4400,Grasshoppers (Cavallette)
4401,Bronx Cheers
4402,Dear Rosie
4403,The Lunch Date
4404,Senzeni Na? (What Have We Done?)
4405,12:01 PM
4406,Days of Thunder
4407,Total Recall
4408,Flatliners
4409,Alice
4410,Green Card
4411,Metropolitan
4412,"To Sophia Loren, one of the genuine treasures of world cinema who, in a career rich with memorable performances, has added permanent luster to our art form."
4413,"To Myrna Loy, in recognition of her extraordinary qualities both on screen and off, with appreciation for a lifetime's worth of indelible performances."
4414,David Brown and Richard D. Zanuck
4415,Stefan Kudelski
4416,To EASTMAN KODAK COMPANY for the development of T-Grain technology and the introduction of EXR color negative films which utilize this technology.
4417,"To BRUCE WILTON and CARLOS ICINKOFF of Mechanical Concepts, Incorporated, for the development of the Mechanical Concepts Optical Printer Platform."
4418,"To the ENGINEERING DEPARTMENT OF ARNOLD & RICHTER for the continued design improvements of the Arriflex BL Camera System, culminating in the 35BL-4S model."
4419,"To the FUJI PHOTO FILM COMPANY, LIMITED, for the development and introduction of the F-Series of color negative films covering the range of film speeds from EI 64 to EI 500."
4420,"To MANFRED G. MICHELSON of Technical Film Systems, Incorporated, for the design and development of the first sprocket-driven film transport system for color print film processors which permits transport speeds in excess of 600 feet per minute."
4421,"To WILLIAM L. BLOWERS of Belco Associates, Incorporated and THOMAS F. DENOVE for the development and manufacture of the Belco/Denove Cinemeter.  This digital/analog exposure meter was specifically and uniquely designed for the cinematographer."
4422,"To IAIN NEIL for optical design; TAKUO MIYAGISHIMA for the mechanical design; and PANAVISION, INCORPORATED, for the concept and development of the Primo Series of spherical prime lenses for 35mm cinematography."
4423,"To CHRISTOPHER S. GILMAN and HARVEY HUBERT, JR. of the Diligent Dwarves Effects Lab for the development of the Actor Climate System, consisting of heat-transferring undergarments."
4424,"To JIM GRAVES of J&G Enterprises for the development of the Cool Suit System, consisting of heat-transferring undergarments."
4425,"To BENGT O. ORHALL, KENNETH LUND, BJORN SELIN and KJELL HOGBERG of AB Film-Teknik for the development and manufacture of the Mark IV film subtitling processor, which has increased the speed, simplified the operation and improved the quality of subtitling."
4426,"To RICHARD MULA and PETE ROMANO of HydroImage, Incorporated, for the development of the SeaPar 1200 watt HMI Underwater Lamp."
4427,"To DEDO WEIGERT of Dedo Weigert Film GmbH for the development of the Dedolight, a miniature low-voltage tungsten-halogen lighting fixture."
4428,"To DR. FRED KOLB, JR. and PAUL PREO for the concept and development of a 35mm projection test film."
